3.219700604677200317e-02,-1.837499886751174927e-01,-1.645000100135803223e+00
3.244091942906379700e-02,-1.749999970197677612e-01,-2.800000011920928955e-01
3.512400388717651367e-02,-2.450000047683715820e-01,-5.600000023841857910e-01
3.512400388717651367e-02,-7.874999940395355225e-02,1.435000061988830566e+00
3.024566918611526489e-02,-2.712500095367431641e-01,-7.175000309944152832e-01
3.000175207853317261e-02,-1.312499940395355225e-01,3.762499988079071045e-01
2.829433791339397430e-02,-1.400000005960464478e-01,8.750000037252902985e-03
2.365992031991481781e-02,-2.099999934434890747e-01,-1.382499933242797852e+00
2.927000261843204498e-02,-2.274999916553497314e-01,-2.240000009536743164e+00
3.707533329725265503e-02,-1.225000023841857910e-01,2.099999934434890747e-01
1.975725032389163971e-02,-4.374999925494194031e-02,2.371249914169311523e+00
2.317208610475063324e-02,-3.062500059604644775e-01,1.435000061988830566e+00
2.975783497095108032e-02,2.274999916553497314e-01,2.231249809265136719e+00
3.195308521389961243e-02,4.549999833106994629e-01,2.975000143051147461e+00
2.219641953706741333e-02,4.724999964237213135e-01,-1.662500053644180298e-01
2.292816899716854095e-02,6.212499737739562988e-01,-2.756249904632568359e+00
1.334224343299865723e-01,1.303750038146972656e+00,-3.893749952316284180e+00
2.195250242948532104e-02,5.591249942779541016e+00,-5.687500238418579102e-01
2.731867134571075439e-02,-3.762499988079071045e-01,-3.508749961853027344e+00
4.439283907413482666e-02,-4.024999737739562988e-01,-3.053750038146972656e+00
1.219583302736282349e-02,2.624999918043613434e-02,2.012500047683715820e+00
4.244150593876838684e-02,-1.225000023841857910e-01,-1.846249818801879883e+00
3.927058726549148560e-02,-4.374999925494194031e-02,-2.887499928474426270e-01
3.219700604677200317e-02,7.874999940395355225e-02,-9.624999761581420898e-02
3.414833545684814453e-02,4.199999868869781494e-01,1.014999985694885254e+00
2.853825502097606659e-02,1.706249952316284180e+00,1.872499942779541016e+00
4.073408618569374084e-02,4.199999868869781494e-01,-4.375000000000000000e-01
2.756258845329284668e-02,2.800000011920928955e-01,6.562499403953552246e-01
3.951450064778327942e-02,5.923749446868896484e+00,-2.301249980926513672e+00
1.926941983401775360e-02,4.714499664306640625e+01,3.430000066757202148e+00
1.683025062084197998e-02,3.918249893188476562e+01,1.496249914169311523e+00
3.024566918611526489e-02,4.088874816894531250e+01,3.587500154972076416e-01
5.268600955605506897e-02,2.834124946594238281e+01,-4.873749732971191406e+00
2.073291875422000885e-02,1.228499984741210938e+01,-4.357499599456787109e+00
3.219700604677200317e-02,-3.762499988079071045e-01,2.677500009536743164e+00
3.658750653266906738e-02,-5.512499809265136719e-01,3.604999780654907227e+00
3.000175207853317261e-02,-7.262499332427978516e-01,-1.014999985694885254e+00
3.634358569979667664e-02,-1.400000005960464478e-01,5.162500143051147461e-01
4.073408618569374084e-02,-1.662500053644180298e-01,1.645000100135803223e+00
3.341658785939216614e-02,-2.362499982118606567e-01,1.636249899864196777e+00
3.439225256443023682e-02,-2.537499964237213135e-01,-1.408749938011169434e+00
3.317267075181007385e-02,-3.062500059604644775e-01,-3.499999940395355225e-01
3.390441834926605225e-02,-6.737499833106994629e-01,-1.137500047683715820e+00
1.090307459235191345e-01,-7.787500023841857910e-01,-7.122499942779541016e+00
3.634358569979667664e-02,-7.183749675750732422e+00,-2.073749780654907227e+00
3.268483281135559082e-02,-3.867500305175781250e+00,-1.592499971389770508e+00
3.024566918611526489e-02,-1.688750028610229492e+00,-1.749999970197677612e-01
4.244150593876838684e-02,-5.249999761581420898e-01,-1.216250061988830566e+00
4.244150593876838684e-02,-1.636249899864196777e+00,-4.112500250339508057e-01
3.829491510987281799e-02,-8.207499504089355469e+00,-2.450000047683715820e-01
1.609850302338600159e-02,-2.939999818801879883e+00,4.287500083446502686e-01
4.195367172360420227e-02,-1.338750004768371582e+00,-1.837499886751174927e-01
7.341892272233963013e-02,-7.358750343322753906e+00,-1.049999967217445374e-01
7.561417296528816223e-03,-2.458750009536743164e+00,1.163750052452087402e+00
2.658692002296447754e-02,-3.149999976158142090e-01,-6.125000119209289551e-01
3.463616594672203064e-02,-2.012499868869781494e-01,-1.504999995231628418e+00
3.390441834926605225e-02,-1.662500053644180298e-01,-2.318749904632568359e+00
4.000233486294746399e-02,-2.362499982118606567e-01,-7.437500357627868652e-01
4.805158823728561401e-02,-1.749999970197677612e-01,-7.349999547004699707e-01
2.975783497095108032e-02,-1.487500071525573730e-01,2.450000047683715820e-01
3.439225256443023682e-02,-2.624999918043613434e-02,-4.637500047683715820e-01
3.609966859221458435e-02,2.624999918043613434e-02,-4.112500250339508057e-01
3.609966859221458435e-02,-1.137499958276748657e-01,-1.574999988079071045e-01
3.829491510987281799e-02,-8.749999850988388062e-02,-8.049999475479125977e-01
3.512400388717651367e-02,-9.624999761581420898e-02,-8.837499618530273438e-01
4.097800329327583313e-02,-4.374999925494194031e-02,-1.924999952316284180e-01
3.609966859221458435e-02,5.249999836087226868e-02,8.049999475479125977e-01
3.097742050886154175e-02,1.749999970197677612e-01,2.983749866485595703e+00
2.731867134571075439e-02,-2.362499982118606567e-01,2.528749942779541016e+00
2.951391972601413727e-02,-9.624999761581420898e-02,7.699999809265136719e-01
2.731867134571075439e-02,-1.487500071525573730e-01,-7.087500095367431641e-01
3.219700604677200317e-02,-1.137499958276748657e-01,-1.513750076293945312e+00
3.463616594672203064e-02,-1.574999988079071045e-01,-7.524999976158142090e-01
3.195308521389961243e-02,-1.225000023841857910e-01,-1.837499886751174927e-01
2.707475051283836365e-02,-1.574999988079071045e-01,-1.225000023841857910e-01
2.878216467797756195e-02,-2.362499982118606567e-01,-2.537499964237213135e-01
