Timestamp,sysCal,gyroCal,accelCal,magCal,rawAccelX,rawAccelY,rawAccelZ,accelX,accelY,accelZ,rawGyroX,rawGyroY,rawGyroZ,gyroX,gyroY,gyroZ,rawMagX,rawMagY,rawMagZ,magX,magY,magZ,linAccelX,linAccelY,linAccelZ
1969-12-31T19:00:30.589000,0,0,0,0,-0.3445664644241333,0.3278167247772217,21.142982482910156,-0.3249256908893585,0.30756351351737976,21.132673263549805,0.8925000429153442,0.5425000190734863,-1.0762499570846558,0.8943332433700562,0.6459385752677917,-1.090397834777832,3.946214437484741,0.0,0.0,-0.3271496593952179,-148.32247924804688,170.86114501953125,-0.14125129580497742,0.10586342960596085,11.326509475708008
1969-12-31T19:00:30.590000,0,0,0,0,-0.3445664644241333,0.3278167247772217,21.142982482910156,-0.3249256908893585,0.30756351351737976,21.132673263549805,0.8925000429153442,0.5425000190734863,-1.0762499570846558,0.8943332433700562,0.6459385752677917,-1.090397834777832,3.946214437484741,0.0,0.0,-0.3271496593952179,-148.32247924804688,170.86114501953125,-0.14125129580497742,0.10586342960596085,11.326509475708008
1969-12-31T19:00:30.601000,0,0,0,0,-0.2967100143432617,0.2823530435562134,21.128625869750977,-0.31981873512268066,0.30300047993659973,21.131940841674805,0.9625000357627869,0.5249999761581421,-1.058750033378601,0.9008175730705261,0.6344342827796936,-1.0873873233795166,3.946214437484741,0.0,0.0,0.07935363054275513,-143.4672088623047,177.38124084472656,-0.1364237368106842,0.10141858458518982,11.325769424438477
1969-12-31T19:00:30.605000,0,0,0,0,-0.2967100143432617,0.2823530435562134,21.128625869750977,-0.31981873512268066,0.30300047993659973,21.131940841674805,0.9625000357627869,0.5249999761581421,-1.058750033378601,0.9008175730705261,0.6344342827796936,-1.0873873233795166,3.946214437484741,0.0,0.0,0.07935363054275513,-143.4672088623047,177.38124084472656,-0.1364237368106842,0.10141858458518982,11.325769424438477
1969-12-31T19:00:30.613000,0,0,0,0,-0.33020952343940735,0.27756744623184204,21.11905288696289,-0.32169944047927856,0.29839715361595154,21.129608154296875,0.9887500405311584,0.6299999952316284,-1.058750033378601,0.9091821312904358,0.6340124607086182,-1.0846631526947021,3.946214437484741,0.0,0.0,0.4471883475780487,-139.07379150390625,183.28111267089844,-0.1383352428674698,0.09693202376365662,11.323433876037598
1969-12-31T19:00:30.615000,0,0,0,0,-0.33020952343940735,0.27756744623184204,21.11905288696289,-0.32169944047927856,0.29839715361595154,21.129608154296875,0.9887500405311584,0.6299999952316284,-1.058750033378601,0.9091821312904358,0.6340124607086182,-1.0846631526947021,3.946214437484741,0.0,0.0,0.4471883475780487,-139.07379150390625,183.28111267089844,-0.1383352428674698,0.09693202376365662,11.323433876037598
1969-12-31T19:00:30.625000,0,0,0,0,-0.31106695532798767,0.3038884997367859,21.10230255126953,-0.3197749853134155,0.2993910610675812,21.124666213989258,0.9625000357627869,0.73499995470047,-1.128749966621399,0.9142540097236633,0.6436188817024231,-1.0888569355010986,3.946214437484741,0.0,0.0,0.7800328135490417,-135.09829711914062,188.61976623535156,-0.1364382803440094,0.09794219583272934,11.318490982055664
1969-12-31T19:00:30.644000,0,0,0,0,-0.3230310380458832,0.29431718587875366,21.13580322265625,-0.3203643262386322,0.29847270250320435,21.12668228149414,0.9537500143051147,0.6212499737739563,-1.0850000381469727,0.9180110692977905,0.6414910554885864,-1.0884900093078613,3.946214437484741,0.0,0.0,1.081215500831604,-131.5009765625,193.45057678222656,-0.13709993660449982,0.0970938429236412,11.320503234863281
1969-12-31T19:00:30.645000,0,0,0,0,-0.3230310380458832,0.29431718587875366,21.13580322265625,-0.3203643262386322,0.29847270250320435,21.12668228149414,0.9537500143051147,0.6212499737739563,-1.0850000381469727,0.9180110692977905,0.6414910554885864,-1.0884900093078613,3.946214437484741,0.0,0.0,1.081215500831604,-131.5009765625,193.45057678222656,-0.13709993660449982,0.0970938429236412,11.320503234863281
1969-12-31T19:00:30.656000,0,0,0,0,-0.3158526122570038,0.3038884997367859,21.121444702148438,-0.31954771280288696,0.2994529604911804,21.125734329223633,0.8662499785423279,0.5512499809265137,-1.1112500429153442,0.9130873084068298,0.6329068541526794,-1.0906550884246826,3.946214437484741,0.0,0.0,1.3537482023239136,-128.245849609375,197.8218536376953,-0.1364469975233078,0.09817381203174591,11.319551467895508
